QLBES version12-12-2017,,,,,,,,
Starting_2108,hours,GMT,13_Dec2017,,,,,
wallets,1000,blocks,5000,,,,,
Using Python secrets module for cryptographically strong random numbers,,,,,,,,
useRetarget = True, retarget on every block,,,,,,,
Using target scaling, targetScalingFactor,1.05,starting step,16,,,,
Loading wallets with Mainnet distribuition,,,,,,,,
useDynamicWeights = False, wallet weights are fixed during the simulation run,,,,,,,
trueNetworkWeight,20026263,,,,,,,
block,wallet,wallet weight,true network weight,new network weight,network weight,target,difficulty,spacing
4005,7,209804,20026263,21283250,21300776.62,732474.7931,3680536.211,48
4006,44,83613,20026263,21281750,21558591.86,729885.1704,3693594.704,48
4007,86,19438,20026263,21280250,21161539.74,734530.0115,3670238.054,272
4008,1,892220,20026263,21278750,20360181.28,742840.0558,3629179.631,384
4009,65,33853,20026263,21277250,20328252.57,742840.0558,3629179.631,128
4010,6,223571,20026263,21275500,20333232.91,739163.2799,3647232.044,16
4011,52,70054,20026263,21273750,20301235.13,739685.9338,3644654.95,144
4012,929,17696,20026263,21272000,20454773.19,736547.793,3660183.393,32
4013,593,9632,20026263,21270250,20385748.09,734464.5749,3670565.051,64
4014,37,100167,20026263,21268500,20061483.53,736022.5694,3662795.289,176
4015,641,10784,20026263,21266500,20028893.21,733940.8368,3673184.356,64
4016,839,15536,20026263,21264750,20738147.84,731346.031,3686216.764,48
4017,684,11816,20026263,21262750,20554645.8,732380.2838,3681011.163,160
4018,7,209804,20026263,21260750,20447962.22,731862.4261,3683615.805,112
4019,40,88540,20026263,21258750,20912068.81,729274.9683,3696685.224,48
4020,23,130124,20026263,21256500,21277910.6,725665.3344,3715073.426,16
4021,0,1911538,20026263,21254500,21047998.58,725665.3344,3715073.426,128
4022,486,7064,20026263,21252250,20668303.09,730283.3213,3691580.954,272
4023,865,16160,20026263,21250000,20010261.12,736996.1961,3657956.465,336
4024,9,97511,20026263,21247750,19765886.01,741165.1688,3637380.861,256
4025,3,800279,20026263,21245500,20755558.75,738544.8217,3650286.24,48
4026,15,167033,20026263,21243250,20724050.33,736455.9553,3660639.826,64
4027,870,16280,20026263,21240750,20692466.94,735414.4762,3665823.95,96
4028,93,15138,20026263,21238500,20698913.89,734894.473,3668417.846,112
4029,1,892220,20026263,21236000,21015475.77,731776.6601,3684047.534,32
4030,64,38078,20026263,21233500,21302822.17,728672.0747,3699743.813,32
4031,355,3920,20026263,21231000,21272297.31,726095.8962,3712870.454,48
4032,3,800279,20026263,21228500,21362808.23,723015.4116,3728689.536,32
4033,790,14360,20026263,21225750,21495400.15,724037.8835,3723423.955,160
4034,0,1911538,20026263,21223250,21588709.07,720454.1711,3741945.162,16
4035,13,174947,20026263,21220500,21394784.02,719944.7462,3744592.921,112
4036,37,100167,20026263,21218000,21693463.83,717399.4227,3757878.686,48
4037,925,17600,20026263,21215250,22529284.2,714863.0981,3771211.589,48
4038,661,11264,20026263,21212500,22455981.51,713346.6835,3779228.336,80
4039,1,892220,20026263,21209750,22427342.95,710320.2879,3795330.143,32
4040,527,8048,20026263,21207000,21751703.35,716347.4001,3763397.48,320
4041,984,19016,20026263,21204250,21597165.8,715334.358,3768727.127,96
4042,952,18248,20026263,21201250,21901029.74,711793.7248,3787473.683,16
4043,23,130124,20026263,21198500,22214782.85,708270.6164,3806313.488,16
4044,7,209804,20026263,21195500,22229148.46,706267.3761,3817109.626,64
4045,8,198284,20026263,21192750,22199997.66,703271.0146,3833372.83,32
4046,647,10928,20026263,21189750,22345415.77,707249.2138,3811810.529,256
4047,590,9560,20026263,21186750,21970523.52,710249.7408,3795707.123,224
4048,24,128423,20026263,21183750,22241536.09,709747.5313,3798392.923,112
4049,15,167033,20026263,21181000,23305449.42,706234.5508,3817287.043,16
4050,0,1911538,20026263,21178000,23277562.12,709230.773,3801160.5,224
4051,0,1911538,20026263,21175000,23155036.87,707726.3061,3809240.913,80
4052,51,71332,20026263,21172000,23126875.88,706225.0306,3817338.502,80
4053,69,32121,20026263,21168750,23287375.01,703228.8487,3833602.681,32
4054,7,209804,20026263,21165750,22703954.71,707206.8093,3812039.087,256
4055,490,7160,20026263,21162750,22629962.12,706706.7515,3814736.444,112
4056,42,84719,20026263,21159750,22467420.85,705707.3429,3820138.797,96
4057,17,155605,20026263,21156750,21468378.69,715188.2972,3769496.803,432
4058,21,137152,20026263,21153500,21316987.99,717211.103,3758865.4,192
4059,41,88514,20026263,21150500,21404790.53,714168.3124,3774880.449,32
4060,0,1911538,20026263,21147500,21697505.05,712653.3717,3782904.996,80
4061,972,18728,20026263,21144250,21957305.59,714669.0079,3772235.777,192
4062,0,1911538,20026263,21141250,21926598.29,715174.3422,3769570.357,144
4063,29,115146,20026263,21138250,22149777.69,711634.501,3788321.106,16
4064,849,15776,20026263,21135250,22291393.75,710124.9351,3796374.225,80
4065,743,13232,20026263,21132000,21754623.58,713137.6624,3780336.03,224
4066,39,91384,20026263,21129000,21682370.55,714146.1654,3774997.515,160
4067,2,825187,20026263,21126000,21250173.26,718690.8467,3751126.11,272
4068,48,77925,20026263,21122750,21296670.47,715641.7782,3767108.185,32
4069,952,18248,20026263,21119750,20802300.16,719689.9552,3745918.615,256
4070,1,892220,20026263,21116750,20882429.57,719181.0706,3748569.185,112
4071,0,1911538,20026263,21113750,20811653.97,718672.5459,3751221.631,112
4072,2,825187,20026263,21110750,20337120.13,724262.3624,3722269.912,304
4073,1,892220,20026263,21107500,20338914.43,722213.8919,3732827.671,64
4074,36,104336,20026263,21104500,20091708.05,724767.2378,3719676.966,208
4075,916,17384,20026263,21101500,20633304.18,721692.3901,3735525.048,32
4076,22,134073,20026263,21098500,21052455.69,720671.7892,3740815.223,96
4077,22,134073,20026263,21095750,20905064.78,720162.2104,3743462.183,112
4078,16,157617,20026263,21092750,20354777.7,725254.395,3717178.439,288
4079,8,198284,20026263,21089750,20392648.66,729356.9477,3696269.719,256
4080,30,114338,20026263,21086750,21183290.36,726778.348,3709384.034,48
4081,31,109767,20026263,21083750,21346813.96,724722.7613,3719905.244,64
4082,50,73136,20026263,21081000,20927023.24,726772.534,3709413.708,192
4083,8,198284,20026263,21078000,20448522.17,733967.0297,3673053.272,352
4084,831,15344,20026263,21075250,20487081.45,730334.1718,3691323.923,16
4085,977,18848,20026263,21072250,20599432.79,726719.2953,3709685.456,16
4086,0,1911538,20026263,21069500,20939555.14,723636.1658,3725490.968,32
4087,30,114338,20026263,21066750,21020875.28,720566.1167,3741363.821,32
4088,45,81602,20026263,21063750,20538948.52,724642.1492,3720319.061,256
4089,23,130124,20026263,21061000,20689074.12,723617.3768,3725587.702,96
4090,400,5000,20026263,21058250,20544938.79,725152.3615,3717701.469,176
4091,761,13664,20026263,21055500,20294260.3,726177.8554,3712451.405,160
4092,81,21849,20026263,21052750,20224215.94,723610.4951,3725623.133,48
4093,684,11816,20026263,21050000,20367983.65,721563.8683,3736190.403,64
4094,852,15848,20026263,21047500,20886248.64,719012.8205,3749446.356,48
4095,1,892220,20026263,21044750,21081621.16,723080.0665,3728356.132,256
4096,14,168298,20026263,21042000,21399998.15,723080.0665,3728356.132,128
4097,20,139336,20026263,21039500,21407232.88,720523.6582,3741584.29,48
4098,684,11816,20026263,21036750,21178777.05,721542.6063,3736300.499,160
4099,22,134073,20026263,21034250,21107266.85,721542.6063,3736300.499,128
4100,3,800279,20026263,21031750,21268281.44,718991.6337,3749556.843,48
4101,402,5048,20026263,21029000,21235588.02,716449.6799,3762860.22,48
4102,4,431691,20026263,21026500,20783353.71,719489.2401,3746963.609,224
4103,67,33587,20026263,21024000,20638495.35,718980.4975,3749614.919,112
4104,90,16285,20026263,21021500,20604508.88,716438.5831,3762918.502,48
4105,941,17984,20026263,21019250,20905265.95,713399.0699,3778950.82,32
4106,752,13448,20026263,21016750,20611352.06,713903.5062,3776280.655,144
4107,9,97511,20026263,21014250,20762033.9,711379.5412,3789678.848,48
4108,1,892220,20026263,21012000,20045511.31,718924.6663,3749906.112,368
4109,3,800279,20026263,21009500,19941182.83,717907.9795,3755216.653,96
4110,714,12536,20026263,21007250,19905662.17,716892.7304,3760534.715,96
4111,43,84177,20026263,21004750,19870060.34,714358.1972,3773877.042,48
4112,39,91384,20026263,21002500,20145542.89,716378.6552,3763233.285,192
4113,60,50804,20026263,21000250,20251421.15,713845.9394,3776585.186,48
4114,985,19040,20026263,20998000,20252012.05,710312.6734,3795370.829,16
4115,510,7640,20026263,20995750,20041897.03,709810.4194,3798056.391,112
4116,933,17792,20026263,20993500,19767043.99,711818.0147,3787344.44,192
4117,76,24555,20026263,20991500,19697468.38,709804.7412,3798086.774,64
4118,5,258679,20026263,20989250,20106193.09,707797.1619,3808859.579,64
4119,89,17013,20026263,20987000,20318084.8,707797.1619,3808859.579,128
4120,852,15848,20026263,20985000,20462983.19,705294.7855,3822373.361,48
4121,828,15272,20026263,20983000,20320877.44,703798.6679,3830498.867,80
4122,888,16712,20026263,20980750,20611764.11,702803.3719,3835923.542,96
4123,29,115146,20026263,20978750,20396196.88,704294.2046,3827803.753,176
4124,681,11744,20026263,20976750,20506141.37,701306.2144,3844112.521,32
4125,0,1911538,20026263,20974750,20544619.81,697835.0151,3863234.062,16
4126,391,4784,20026263,20972750,20956407.83,696354.7217,3871446.428,80
4127,32,105412,20026263,20971000,20961008.42,695862.3372,3874185.821,112
4128,4,431691,20026263,20969000,21080201.71,693402.1557,3887931.38,48
4129,813,14912,20026263,20967250,22091213.53,690460.3753,3904496.328,32
4130,379,4496,20026263,20965250,22358084.1,689483.942,3910025.797,96
4131,66,33801,20026263,20963500,22072438.64,689971.4682,3907263.016,144
4132,5,258679,20026263,20961750,22210102.35,687044.2426,3923910.329,32
4133,867,16208,20026263,20960000,22393124.97,687044.2426,3923910.329,128
4134,36,104336,20026263,20958250,22149178.2,690444.8505,3904584.121,240
4135,78,22076,20026263,20956500,21992404.65,688980.2335,3912884.389,80
4136,45,81602,20026263,20954750,22086138.38,686544.3833,3926767.25,48
4137,804,14696,20026263,20953250,22656386.24,683146.2496,3946299.935,16
4138,30,114338,20026263,20951500,22893176.1,681697.1149,3954688.88,80
4139,811,14864,20026263,20950000,23604596.01,678804.9935,3971538.256,32
4140,53,63033,20026263,20948500,22971961.47,682644.7954,3949198.79,256
4141,536,8264,20026263,20947000,23591615.63,680231.3438,3963210.494,48
4142,0,1911538,20026263,20945500,23050958.75,685522.1656,3932622.656,304
4143,77,22372,20026263,20944000,23250155.22,683098.5412,3946575.548,48
4144,2,825187,20026263,20942500,24131017.23,679717.4631,3966206.765,16
4145,24,128423,20026263,20941250,23905911.74,680198.0835,3963404.287,144
4146,682,11768,20026263,20940000,23307004.42,688855.3686,3913593.655,416
4147,24,128423,20026263,20938750,23003059.48,689342.4504,3910828.353,144
4148,29,115146,20026263,20937500,22749796.77,691292.155,3899798.342,192
4149,37,100167,20026263,20936250,22329640.43,695691.398,3875137.752,272
4150,0,1911538,20026263,20935000,22996929.74,693231.8209,3888886.688,48
4151,0,1911538,20026263,20933750,23518033.57,691761.292,3897153.586,80
4152,882,16568,20026263,20932750,22629043.72,699098.3395,3856252.901,368
4153,816,14984,20026263,20931750,22772718.24,695638.0684,3875434.831,16
4154,7,209804,20026263,20930750,22352627.14,702524.3565,3837447.022,352
4155,329,3296,20026263,20929750,22973981.39,702524.3565,3837447.022,128
4156,4,431691,20026263,20928750,22124065.66,708982.0667,3802493.923,336
4157,779,14096,20026263,20928000,22008967.37,706976.8142,3813279.227,64
4158,26,122460,20026263,20927250,21534369.12,709976.1856,3797169.616,224
4159,4,431691,20026263,20926250,21461526.15,707968.1214,3807939.819,64
4160,989,19136,20026263,20925500,21987209.64,705465.1406,3821450.338,48
4161,896,16904,20026263,20925000,22119040.28,702971.0089,3835008.792,48
4162,2,825187,20026263,20924250,21963023.43,706450.4483,3816120.446,240
4163,1,892220,20026263,20923750,22135666.63,705451.4022,3821524.759,96
4164,0,1911538,20026263,20923000,21617327.91,709441.9351,3800029.102,256
4165,15,167033,20026263,20922500,21702651.27,706432.1055,3816219.534,32
4166,0,1911538,20026263,20922000,21708957.34,703934.5552,3829759.429,48
4167,3,800279,20026263,20921750,21755210.19,707418.7637,3810896.938,240
4168,843,15632,20026263,20921250,21801845.27,706918.5559,3813593.486,112
4169,630,10520,20026263,20921000,21808586.39,704419.2858,3827124.064,48
4170,19,139439,20026263,20920500,22183578.47,700932.6781,3846161.1,16
4171,851,15824,20026263,20920250,21864314.98,704897.6499,3824526.866,256
4172,348,3752,20026263,20920250,21281313,709881.9006,3797673.948,288
4173,947,18128,20026263,20920000,21323376.61,706870.2043,3813854.345,32
4174,0,1911538,20026263,20919750,21838774.11,703371.4655,3832825.374,16
4175,966,18584,20026263,20919750,21488772.18,707350.2328,3811266.152,256
4176,885,16640,20026263,20919750,21571866.93,703849.118,3830224.307,16
4177,0,1911538,20026263,20919750,21153273.84,706337.5363,3816730.474,208
4178,284,2216,20026263,20919750,21462785.39,702841.434,3835715.81,16
4179,969,18656,20026263,20919750,20644482.49,711289.9433,3790156.216,400
4180,18,146705,20026263,20920000,21389897.12,708775.2184,3803603.639,48
4181,4,431691,20026263,20920250,21394043.53,707772.8847,3808990.226,96
4182,8,198284,20026263,20920500,21514700.05,705270.5942,3822504.472,48
4183,97,13753,20026263,20920750,20693198.49,713748.3033,3777101.799,400
4184,44,83613,20026263,20921000,20838947.52,713748.3033,3777101.799,128
4185,973,18752,20026263,20921250,20694470.41,713243.62,3779774.434,112
4186,796,14504,20026263,20921750,19862361.44,721817.1689,3734879.296,400
4187,347,3728,20026263,20922000,20059766.59,718244.4483,3753457.484,16
4188,30,114338,20026263,20922500,20331916.67,716212.9985,3764103.703,64
4189,830,15320,20026263,20923000,20435416.43,712668.0164,3782827.26,16
4190,758,13592,20026263,20923500,20294258.44,712668.0164,3782827.26,128
4191,32,105412,20026263,20924000,20538654.82,709140.5806,3801643.953,16
4192,1,892220,20026263,20924750,20188058.05,711647.7065,3788250.809,208
4193,979,18896,20026263,20925250,20289323.56,708628.5188,3804391.057,32
4194,3,800279,20026263,20926000,20252711.3,708127.4557,3807083.002,112
4195,724,12776,20026263,20926750,20147230.99,711131.7086,3790999.568,224
4196,20,139336,20026263,20927250,20178885.17,707611.8769,3809856.911,16
4197,1,892220,20026263,20928250,19383234.76,716117.7295,3764604.463,400
4198,761,13664,20026263,20929000,19440017.94,713585.9362,3777961.228,48
4199,1,892220,20026263,20929750,19562062.29,711063.0939,3791365.384,48
4200,31,109767,20026263,20930500,19459602.29,710057.5247,3796734.639,96
4201,882,16568,20026263,20931500,19294324.77,709555.4512,3799421.166,112
4202,79,22017,20026263,20932500,19224196.81,709555.4512,3799421.166,128
4203,12,181074,20026263,20933250,19406047.11,707046.8585,3812901.462,48
4204,65,33853,20026263,20934250,19178703.27,707546.8032,3810207.308,144
4205,648,10952,20026263,20935250,19296256.89,705545.6102,3821014.49,64
4206,88,17961,20026263,20936250,19352415.24,708040.0264,3807553.104,208
4207,28,118654,20026263,20937500,19094896.08,710543.2614,3794139.142,208
4208,585,9440,20026263,20938500,18902901.1,711045.6784,3791458.245,144
4209,609,10016,20026263,20939500,18624589.03,712051.2229,3786104.023,160
4210,10,193253,20026263,20940750,18732289.28,708526.84,3804937.016,16
4211,951,18224,20026263,20942000,18722069.03,705520.8926,3821148.357,32
4212,0,1911538,20026263,20943000,18953281.9,705520.8926,3821148.357,128
4213,34,105168,20026263,20944250,18584808.28,709012.9529,3802328.277,240
4214,263,1712,20026263,20945500,18872566.41,709514.2879,3799641.594,144
4215,662,11288,20026263,20946750,18623928.02,711019.3562,3791598.606,176
4216,13,174947,20026263,20948000,18012938.52,718057.9074,3754432.578,352
4217,821,15104,20026263,20949250,18026757.59,718057.9074,3754432.578,128
4218,0,1911538,20026263,20950500,18438688.91,719581.099,3746485.287,176
4219,0,1911538,20026263,20952000,18456526.23,719581.099,3746485.287,128
4220,50,73136,20026263,20953250,18681167.3,717545.8687,3757111.73,64
4221,886,16664,20026263,20954500,19098439.52,715009.0263,3770441.912,48
4222,1,892220,20026263,20956000,18370945.03,724614.9457,3720458.729,432
4223,859,16016,20026263,20957250,18019640.15,729226.2482,3696932.203,272
4224,33,105197,20026263,20958750,18609570.7,726132.4829,3712683.379,32
4225,935,17840,20026263,20960250,18080767.79,731780.3226,3684029.095,304
4226,5,258679,20026263,20961750,18498329.67,731262.8891,3686635.873,112
4227,784,14216,20026263,20963000,18665825.39,728160.4834,3702343.181,32
4228,23,130124,20026263,20964500,19242223.97,725071.2397,3718117.41,32
4229,779,14096,20026263,20966000,19172918.79,724045.8605,3723382.933,96
4230,5,258679,20026263,20967500,19072431.63,728653.5415,3699837.916,272
4231,3,800279,20026263,20969000,19065603.91,726592.6511,3710332.049,64
4232,669,11456,20026263,20970500,19027577.74,724537.5897,3720855.948,64
4233,983,18992,20026263,20972000,18927643.69,723512.9652,3726125.349,96
4234,6,223571,20026263,20973500,19297007.17,720955.0265,3739345.591,48
4235,965,18560,20026263,20975000,19101313.42,722994.1427,3728799.226,192
4236,1,892220,20026263,20976500,19317076.63,723505.3636,3726164.498,144
4237,933,17792,20026263,20978000,18600418.22,732202.2639,3681906.125,400
4238,0,1911538,20026263,20979750,18502276.29,731166.8002,3687120.366,96
4239,0,1911538,20026263,20981250,18883972.31,728064.8021,3702829.738,32
4240,809,14816,20026263,20982750,18784723.08,729094.4147,3697600.675,160
4241,3,800279,20026263,20984250,18776672.31,726516.743,3710719.713,48
4242,2,825187,20026263,20985750,18558115.2,726516.743,3710719.713,128
